fighter_name,Height,Weight,Reach,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,Style
Dave Beneteau,74.0,250.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Gabriel Benitez,68.0,155.0,71.0,4.38,0.38,3.26,0.7,0.17,0.5,0.56,1.2,1
DeAnna Bennett,64.0,125.0,68.0,3.13,0.58,3.27,0.58,0.0,0.0,0.0,1.0,0
Josh Bennett,76.0,259.0,72.0,2.9,0.4,5.8,0.43,1.5,1.0,1.0,0.0,0
Charles Bennett,68.0,155.0,72.0,1.39,0.39,1.35,0.64,2.02,1.0,0.36,2.0,1
Lance Benoist,71.0,170.0,72.0,3.68,0.51,2.7,0.56,1.5,0.33,0.61,0.0,2
Joe Benoit,69.0,170.0,72.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
Pat Benson,69.0,155.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Ryan Benoit,65.0,125.0,68.0,2.95,0.41,3.4,0.6,0.33,0.25,0.7,0.5,0
Len Bentley,69.0,155.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Kenneth Bergh,74.0,205.0,74.0,4.56,0.75,1.27,0.28,0.0,0.0,0.0,0.0,2
Steve Berger,71.0,170.0,72.0,1.0,0.27,3.26,0.36,0.84,0.4,0.16,1.7,1
Bret Bergmark,69.0,170.0,72.0,2.78,0.52,2.78,0.37,4.17,1.0,0.5,4.2,1
Keith Berish,72.0,205.0,72.0,3.58,0.36,4.81,0.62,1.76,0.4,0.0,0.0,2
Dennis Bermudez,66.0,155.0,66.0,4.42,0.46,3.07,0.59,3.89,0.4,0.82,1.1,1
Dave Berry,70.0,170.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Talita Bernardo,64.0,135.0,68.0,3.12,0.42,4.04,0.55,1.62,0.22,0.28,0.5,0
Manny Bermudez,70.0,145.0,71.0,2.92,0.61,2.68,0.46,3.06,0.54,0.0,3.1,1
Keith Berry,73.0,185.0,72.0,0.27,0.12,6.27,0.28,0.0,0.0,0.0,0.0,0
Dieusel Berto,69.0,200.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Edson Berto,66.0,155.0,72.0,1.76,0.36,4.62,0.47,5.47,0.4,0.0,2.7,1
Allen Berube,68.0,155.0,72.0,0.92,0.8,0.92,0.33,6.87,1.0,0.0,3.4,1
Anton Berzin,74.0,205.0,72.0,4.4,0.46,6.8,0.67,2.0,0.28,0.0,1.0,2
Khadzhi Bestaev,78.0,185.0,76.0,6.15,0.29,10.0,0.43,0.0,0.0,0.0,0.0,2
Matt Bessette,70.0,145.0,70.0,4.36,0.41,4.45,0.58,0.64,0.28,0.61,0.3,2
Scott Bessac,76.0,245.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Fernando Bettega,70.0,170.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Arjan Bhullar,73.0,245.0,75.0,2.33,0.56,3.25,0.59,1.73,0.75,1.0,0.0,0
Bibulatov Magomed,65.0,125.0,65.0,3.6,0.51,1.83,0.52,2.85,0.4,0.75,0.0,1
KB Bhullar,76.0,185.0,78.0,1.18,0.13,10.0,0.37,0.0,0.0,0.0,0.0,0
David Bielkheden,70.0,155.0,71.0,1.11,0.57,1.64,0.54,2.65,0.63,0.14,0.0,1
Jeremiah Billington,69.0,205.0,72.0,1.6,0.62,7.06,0.35,0.0,0.0,0.5,0.0,0
Scott Bills,70.0,170.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Anthony Birchak,68.0,135.0,69.0,4.23,0.36,3.06,0.6,0.6,0.16,0.73,0.0,2
Chris Birchler,75.0,205.0,72.0,9.35,0.46,14.83,0.35,0.0,0.0,0.0,0.0,2
Simon Biyong,70.0,205.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Amaury Bitetti,69.0,185.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Michael Bisping,73.0,185.0,75.0,4.33,0.38,2.71,0.65,1.05,0.43,0.63,0.3,2
Jan Blachowicz,74.0,205.0,78.0,3.59,0.49,2.79,0.53,1.18,0.53,0.65,0.2,2
Tom Blackledge,70.0,205.0,72.0,2.91,0.61,2.55,0.46,0.0,0.0,0.75,0.0,0
Jason Black,68.0,155.0,72.0,1.06,0.47,2.6,0.45,0.48,0.33,0.28,6.2,1
Brad Blackburn,70.0,170.0,73.0,4.55,0.35,3.59,0.65,0.93,0.5,0.76,0.7,2
Jason Blackford,70.0,170.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Maximo Blanco,68.0,145.0,71.0,4.11,0.44,3.19,0.66,1.85,0.36,0.63,0.3,2
Sherrard Blackledge,71.0,155.0,75.0,3.7,0.49,3.13,0.55,4.0,0.33,0.42,0.0,1
David Blanco,67.0,145.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Curtis Blaydes,76.0,265.0,80.0,3.59,0.53,1.7,0.57,6.64,0.54,0.33,0.0,1
Arlene Blencowe,65.0,145.0,72.0,2.31,0.43,2.1,0.43,0.0,0.0,0.55,0.6,0
Byron Bloodworth,68.0,135.0,72.0,1.82,0.28,5.18,0.5,0.0,0.0,0.0,0.0,0
Dashawn Boatwright,72.0,205.0,72.0,0.0,0.0,52.5,0.12,0.0,0.0,0.0,0.0,0
Dan Bobish,74.0,345.0,72.0,2.06,0.44,1.74,0.34,2.44,0.42,0.0,1.6,1
Kyle Bochniak,67.0,145.0,70.0,2.63,0.31,5.11,0.58,1.14,0.15,0.62,0.0,0
Mark Bocek,68.0,155.0,75.0,2.34,0.43,2.32,0.6,3.65,0.36,0.31,1.3,1
James Bochnovic,76.0,205.0,81.0,0.65,0.26,3.64,0.21,0.0,0.0,0.0,0.0,0
Jeremy Boczulak,70.0,170.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Galore Bofando,71.0,170.0,72.0,3.63,0.45,3.63,0.54,2.37,1.0,0.5,0.0,1
Jay Bogan,70.0,145.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Tim Boetsch,72.0,185.0,74.0,2.93,0.5,2.9,0.57,1.45,0.34,0.59,0.8,0
Roman Bogatov,68.0,155.0,73.0,3.33,0.42,4.4,0.44,1.0,0.09,0.5,0.0,0
Derek Bohi,76.0,260.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Jerry Bohlander,71.0,199.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Kotetsu Boku,69.0,154.0,72.0,2.47,0.42,2.8,0.53,0.0,0.0,0.0,0.0,0
Kyle Bolt,74.0,185.0,72.0,7.27,0.52,7.27,0.45,0.0,0.0,0.0,0.0,2
Denys Bondar,66.0,125.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Luc Bondole,74.0,205.0,72.0,3.35,0.51,2.04,0.62,0.0,0.0,0.0,1.8,1
Tony Bonello,74.0,185.0,72.0,0.62,0.33,12.62,0.1,0.0,0.0,0.0,0.0,0
Jesse Bongfeldt,72.0,185.0,72.0,2.91,0.62,1.01,0.5,1.51,0.33,0.33,0.0,0
Marcos Bonilla,70.0,145.0,72.0,0.47,0.12,0.47,0.94,0.0,0.0,0.0,0.0,0
Rogerio Bontorin,65.0,125.0,67.0,2.19,0.5,3.12,0.38,1.9,0.4,0.51,1.6,1
Stephan Bonnar,76.0,205.0,79.0,2.76,0.38,3.01,0.52,1.32,0.4,0.6,1.0,0
Ray Borg,64.0,135.0,63.0,1.52,0.52,1.93,0.48,3.89,0.5,0.46,1.0,1
Igor Borisov,72.0,235.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Tanner Boser,74.0,255.0,75.0,4.54,0.55,2.7,0.63,0.0,0.0,1.0,0.0,2
Calen Born,68.0,170.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Steve Bosse,71.0,205.0,72.0,5.99,0.52,5.38,0.5,0.92,0.33,1.0,0.0,2
Marcus Bossett,73.0,215.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Chris Bostick,70.0,170.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Poliana Botelho,68.0,115.0,67.0,3.0,0.56,3.08,0.5,0.89,1.0,0.8,0.0,0
Francois Botha,74.0,260.0,72.0,0.0,0.0,1.05,0.77,0.0,0.0,0.0,0.0,0
Rich Bouphanouvong,67.0,170.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Gregory Bouchelaghem,74.0,183.0,72.0,0.27,0.21,1.53,0.36,0.0,0.0,0.5,0.0,0
Roy Boughton,72.0,205.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Mike Bourke,72.0,275.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Jess Bouscal,70.0,155.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Tai Bowden,71.0,230.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Melton Bowen,72.0,225.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Kyron Bowen,75.0,185.0,73.0,2.73,0.57,2.05,0.4,0.0,0.0,0.0,0.0,0
Blake Bowman,74.0,170.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Brian Bowles,67.0,135.0,70.0,2.36,0.26,2.98,0.64,1.39,0.7,0.54,1.4,1
Roger Bowling,69.0,155.0,68.0,3.9,0.47,3.86,0.51,3.09,0.43,0.27,0.9,1
Ashe Bowman,69.0,155.0,72.0,2.43,0.42,4.86,0.57,0.0,0.0,0.0,0.0,0
Colley  Bradford,67.0,145.0,72.0,0.43,0.25,1.73,0.5,19.42,0.5,1.0,0.0,1
Kyle Bradley,69.0,155.0,71.0,1.99,0.4,3.45,0.58,0.65,0.5,0.4,0.0,0
Paul Bradley,69.0,170.0,72.0,2.26,0.32,4.13,0.56,1.12,0.16,1.0,0.0,0
Sean Brady,70.0,170.0,72.0,4.72,0.55,3.6,0.63,2.69,0.6,1.0,1.2,1
Ebenezer Fontes Braga,72.0,199.0,72.0,2.42,0.5,0.42,0.71,0.0,0.0,0.9,0.6,0
Joe Brammer,68.0,155.0,72.0,2.15,0.31,2.8,0.56,0.81,0.5,0.5,0.0,0
Ramiz Brahimaj,70.0,170.0,72.0,3.73,0.36,6.14,0.55,0.0,0.0,1.0,0.0,2
David Branch,73.0,185.0,78.0,1.66,0.39,1.91,0.56,2.55,0.32,0.43,0.0,1
Michael Bravo,70.0,155.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Martin Bravo,68.0,145.0,71.0,7.66,0.39,5.72,0.51,2.6,0.35,0.85,0.0,1
Diego Brandao,67.0,145.0,64.0,2.94,0.47,3.38,0.62,3.21,0.68,0.8,0.6,1
Tom Breese,75.0,185.0,73.0,3.34,0.5,2.81,0.6,0.0,0.0,0.7,1.1,1
Mike Breeden,70.0,155.0,70.0,4.0,0.34,5.87,0.47,0.0,0.0,0.77,0.0,2
Chris Brennan,68.0,170.0,72.0,0.6,0.4,0.97,0.5,0.0,0.0,0.25,2.1,1
Charlie Brenneman,70.0,155.0,70.0,1.52,0.56,1.55,0.46,4.23,0.42,0.72,0.0,1
Robert Breslin,71.0,155.0,72.0,2.21,0.46,3.5,0.66,1.38,1.0,0.5,0.0,0
Marcos Brigagao,75.0,205.0,76.0,3.07,0.43,3.27,0.25,0.0,0.0,0.36,0.0,0
Mack Brewer,70.0,205.0,72.0,0.0,0.0,6.67,0.36,0.0,0.0,0.0,0.0,0
Jason Brilz,71.0,205.0,71.0,2.66,0.4,1.78,0.65,2.37,0.25,0.25,1.3,1
Marcus Brimage,64.0,135.0,71.0,3.97,0.35,3.64,0.56,0.56,1.0,0.8,0.0,2
Aaron Brink,75.0,205.0,72.0,3.49,0.42,5.71,0.57,0.0,0.0,0.0,0.0,0
Marcelo Brito,73.0,170.0,72.0,0.6,0.2,3.53,0.55,0.0,0.0,0.5,0.0,0
Henry Briones,68.0,135.0,69.0,3.47,0.42,4.68,0.53,0.0,0.0,0.52,0.6,0
Drew Brokenshire,70.0,170.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Antwain Britt,73.0,205.0,77.0,1.46,0.39,2.81,0.44,1.56,0.4,0.5,0.0,0
Mike Bronzoulis,72.0,155.0,72.0,1.13,0.34,2.54,0.37,0.0,0.0,0.33,0.0,0
Jonathan Brookins,72.0,145.0,74.0,2.69,0.39,3.63,0.56,1.94,0.17,0.8,0.3,0
Will Brooks,70.0,155.0,72.0,4.26,0.59,2.54,0.56,2.08,0.51,0.82,0.3,1
Jarred Brooks,63.0,125.0,62.0,2.12,0.46,1.66,0.62,4.54,0.57,0.69,0.6,1
Rob Broughton,74.0,265.0,74.0,2.83,0.6,2.54,0.51,0.0,0.0,0.26,3.2,1
Terrell Brown,70.0,185.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Dominic Brown,71.0,190.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Mike Brown,66.0,145.0,70.0,2.98,0.44,2.45,0.6,3.23,0.4,0.66,0.6,1
Chris Brown,70.0,170.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Todd Brown,71.0,205.0,72.0,2.15,0.45,3.85,0.48,0.0,0.0,0.5,0.0,0
Matt Brown,72.0,170.0,75.0,3.69,0.54,2.67,0.55,1.56,0.44,0.63,1.4,1
Frederick Brown,72.0,235.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
TJ Brown,69.0,145.0,72.0,3.22,0.42,2.21,0.5,4.92,0.6,0.4,0.4,1
Damien Brown,70.0,155.0,68.0,3.66,0.38,4.86,0.5,0.68,0.27,0.53,0.7,2
Randy Brown,75.0,170.0,78.0,3.67,0.47,2.8,0.53,1.0,0.46,0.71,0.6,2
Junie Browning,69.0,155.0,72.0,3.76,0.48,1.76,0.66,3.53,0.66,0.0,3.5,1
Humberto Brown Morrison,70.0,145.0,72.0,1.71,0.5,2.19,0.62,1.43,0.25,0.0,0.0,0
Travis Browne,78.0,255.0,79.0,2.93,0.41,4.31,0.42,1.21,0.68,0.75,0.2,0
Jules Bruchez,72.0,205.0,72.0,0.69,0.5,5.52,0.46,0.0,0.0,0.0,0.0,0
Lee Brousseau,73.0,205.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Justin Bruckmann,69.0,170.0,72.0,0.59,0.66,5.91,0.16,0.0,0.0,0.33,0.0,0
Cody Brundage,72.0,205.0,72.0,7.97,0.82,6.29,0.06,6.29,0.33,0.0,0.0,1
Steve Bruno,70.0,170.0,72.0,0.96,0.52,3.38,0.36,1.94,0.25,0.46,0.4,0
Fernando Bruno,66.0,145.0,72.0,1.75,0.39,1.78,0.48,2.02,0.22,0.56,0.5,1
Derek Brunson,73.0,185.0,77.0,3.46,0.47,2.72,0.53,3.11,0.33,0.94,0.5,1
Josh Bryant,70.0,185.0,72.0,1.1,0.2,6.1,0.43,0.0,0.0,0.0,0.0,0
Justin Buchholz,72.0,155.0,73.0,2.35,0.26,4.14,0.51,0.0,0.0,0.33,0.8,0
Dennis Bryant,72.0,205.0,72.0,10.56,0.59,10.56,0.13,0.0,0.0,0.0,0.0,2
Zak Bucia,70.0,170.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Courtney Buck,70.0,135.0,72.0,1.49,0.28,3.24,0.54,0.0,0.0,0.33,0.0,0
Julia Budd,67.0,145.0,67.0,2.42,0.74,1.18,0.47,3.6,0.57,0.83,0.0,1
Joaquin Buckley,70.0,185.0,76.0,4.58,0.36,5.46,0.51,0.6,0.16,1.0,0.0,2
Mike Budnik,69.0,145.0,68.0,0.65,0.52,0.95,0.53,0.0,0.0,0.0,3.4,1
Francisco Bueno,69.0,225.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Mayra Bueno Silva,66.0,135.0,66.0,4.06,0.57,4.89,0.47,0.0,0.0,0.73,1.6,1
Paul Buentello,74.0,245.0,77.0,3.29,0.45,3.83,0.52,0.19,0.33,0.39,0.4,0
Modestas Bukauskas,75.0,205.0,78.0,3.56,0.37,5.7,0.42,0.0,0.0,1.0,0.0,2
Lee Kwan Bum,74.0,286.0,72.0,0.71,0.14,0.0,1.0,0.0,0.0,0.0,0.0,0
Shawn Bunch,65.0,135.0,72.0,0.0,0.0,1.55,0.55,0.0,0.0,0.5,0.0,0
Josh Bumgarner,73.0,170.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Wuliji Buren,69.0,135.0,69.0,1.63,0.42,2.96,0.56,3.38,0.42,0.71,0.4,1
Shane Burgos,71.0,145.0,75.0,7.31,0.5,5.81,0.6,0.3,1.0,0.89,0.1,2
Joshua Burkman,70.0,170.0,72.0,2.69,0.43,3.13,0.51,2.53,0.36,0.72,0.3,1
Mads Burnell,68.0,145.0,69.0,1.28,0.41,2.71,0.51,3.45,0.47,0.22,0.4,1
Mikey Burnett,66.0,170.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Josh Burns,73.0,244.0,72.0,2.4,0.48,5.73,0.32,0.0,0.0,1.0,0.0,0
Kevin Burns,70.0,170.0,74.0,2.74,0.38,4.3,0.52,0.28,0.5,0.47,0.8,0
Herbert Burns,69.0,145.0,73.0,1.67,0.45,5.02,0.33,4.64,0.83,0.75,2.8,1
Gilbert Burns,70.0,170.0,71.0,3.22,0.45,3.04,0.54,2.08,0.35,0.5,0.7,1
Derrick Burnsed,70.0,155.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Nah-Shon Burrell,71.0,170.0,72.0,4.83,0.47,3.45,0.56,0.0,0.0,0.52,0.3,2
Martin Buschkamp,69.0,145.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Bubba Bush,72.0,185.0,72.0,0.63,0.55,7.01,0.25,2.82,0.5,0.6,0.0,1
George Bush,73.0,205.0,72.0,6.35,0.64,2.31,0.55,17.31,0.66,0.0,0.0,1
Nick Bustamante,69.0,170.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Murilo Bustamante,74.0,183.0,72.0,1.33,0.32,1.9,0.6,2.46,0.33,0.54,1.2,1
Jason Butcher,75.0,185.0,72.0,1.82,0.4,2.73,0.25,13.64,0.5,0.0,0.0,1
Eduardo Bustillos,68.0,135.0,72.0,2.61,0.59,6.22,0.35,0.0,0.0,1.0,0.0,0
Todd Butler,73.0,200.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Ian Butler,68.0,155.0,72.0,2.09,0.14,6.69,0.36,0.0,0.0,0.5,0.0,0
Goldman Butler,70.0,170.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Cheyanne Buys,63.0,115.0,63.0,4.1,0.53,1.67,0.65,0.0,0.0,0.6,0.0,2
Raphael Butler,75.0,261.0,72.0,4.69,0.45,0.94,0.91,0.0,0.0,1.0,14.1,1
JP Buys,65.0,125.0,67.0,2.66,0.45,3.05,0.43,2.22,0.5,0.33,2.2,1
Dennis Buzukja,69.0,145.0,71.0,3.8,0.46,6.8,0.35,2.0,0.25,1.0,1.0,2
Charles Byrd,70.0,185.0,73.0,3.43,0.55,2.63,0.55,2.5,0.5,0.4,1.5,1
Steve Byrnes,72.0,170.0,72.0,1.2,0.51,2.67,0.27,3.0,0.6,0.0,4.0,1
Michael Byrnes,71.0,155.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Alvin Cacdac,66.0,125.0,72.0,1.21,0.66,0.61,0.0,0.0,0.0,0.0,0.0,0
Yan Cabral,71.0,155.0,73.0,2.02,0.47,1.98,0.62,2.89,0.35,0.37,1.2,1
Alex Caceres,70.0,145.0,73.0,4.1,0.5,2.82,0.65,0.57,0.78,0.64,0.8,2
Vince Cachero,66.0,145.0,68.0,3.29,0.45,6.51,0.43,0.0,0.0,0.18,0.5,0
Priscila Cachoeira,67.0,135.0,65.0,3.84,0.37,7.93,0.42,0.0,0.0,0.69,0.0,2
Travis Calanoc,68.0,145.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Ricky Calatayud,69.0,125.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Darrion Caldwell,70.0,135.0,72.0,0.85,0.34,0.57,0.6,3.41,0.66,1.0,0.8,1
Joanne Calderwood,66.0,125.0,65.0,6.59,0.49,4.4,0.53,1.8,0.55,0.58,0.5,2
Taylor Callens,70.0,155.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Joe Camacho,69.0,155.0,72.0,0.31,0.17,5.0,0.42,0.0,0.0,0.0,0.0,0
Cynthia Calvillo,64.0,125.0,64.0,4.18,0.41,3.52,0.67,1.85,0.44,0.71,1.1,1
Frank Camacho,70.0,170.0,73.0,6.67,0.46,7.31,0.52,1.17,0.45,0.72,0.0,2
Fabricio Camoes,70.0,155.0,71.0,1.29,0.33,1.85,0.61,2.34,0.32,0.2,1.5,1
Chris Camozzi,74.0,185.0,75.0,3.57,0.44,2.96,0.56,0.27,0.19,0.57,0.5,2
Brian Camozzi,74.0,170.0,78.0,3.15,0.26,6.39,0.54,0.0,0.0,0.0,0.7,0
Thomas Campbell,70.0,170.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Mike Campbell,69.0,155.0,72.0,1.4,0.26,1.4,0.63,5.26,1.0,0.0,0.0,1
Shane Campbell,72.0,155.0,71.0,3.99,0.59,3.19,0.55,1.36,0.28,0.82,0.0,2
John Campetella,69.0,235.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Wagner Campos,66.0,145.0,72.0,1.54,0.41,2.53,0.51,2.71,1.0,0.0,0.0,1
Derek Campos,69.0,155.0,72.0,2.41,0.23,10.34,0.44,0.0,0.0,0.0,0.0,0
Will Campuzano,69.0,125.0,70.0,2.43,0.31,3.82,0.57,0.88,0.45,0.48,0.2,0
Chico Camus,66.0,125.0,66.0,2.58,0.41,2.46,0.64,0.77,0.4,0.72,0.4,0
Asbel Cancio,70.0,225.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Aleksa Camur,73.0,205.0,74.0,3.94,0.54,2.49,0.57,0.84,0.33,0.2,0.0,2
Carlos Candelario,68.0,125.0,67.0,3.87,0.47,1.67,0.57,0.0,0.0,0.46,0.0,2
Ronaldo Candido,66.0,125.0,72.0,1.67,0.42,3.87,0.52,8.0,0.53,0.0,5.0,1
Guido Cannetti,66.0,135.0,68.0,2.85,0.51,2.17,0.5,2.64,0.5,0.75,0.3,1
Luiz Cane,74.0,185.0,77.0,4.79,0.41,5.0,0.6,0.56,0.28,1.0,0.3,2
Cody Canterbury,68.0,155.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Jose Canseco,76.0,240.0,72.0,0.78,0.1,4.68,0.62,0.0,0.0,0.0,0.0,0
Jared Cannonier,71.0,185.0,77.0,3.7,0.52,3.09,0.64,0.16,0.33,0.54,0.0,2
Bo Cantrell,74.0,235.0,72.0,3.16,0.16,12.63,0.0,0.0,0.0,0.0,0.0,0
Phil Caracappa,68.0,135.0,70.0,2.93,0.5,4.07,0.29,1.0,0.08,1.0,1.0,0
Steve Cantwell,74.0,185.0,75.0,3.63,0.34,5.76,0.55,0.65,0.3,0.8,0.7,2
Frank Caracci,70.0,170.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Gina Carano,68.0,145.0,72.0,4.5,0.47,2.66,0.64,1.24,0.66,0.85,1.6,1
Phil Cardella,71.0,155.0,72.0,2.47,0.5,2.0,0.57,0.0,0.0,0.11,2.5,1
Dos Caras Jr.,76.0,225.0,72.0,0.77,0.23,1.2,0.59,0.0,0.0,0.72,0.0,0
Remo Cardarelli,70.0,135.0,72.0,2.27,0.47,1.47,0.59,0.0,0.0,1.0,0.0,0
Bryan Caraway,68.0,135.0,68.0,2.53,0.34,3.61,0.54,2.57,0.25,0.8,0.8,1
Edgar Cardenas,70.0,145.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Chris Cariaso,63.0,125.0,64.0,3.35,0.43,2.23,0.61,1.11,0.39,0.57,0.8,0
Ronald Carillo,70.0,125.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Rafael Carino,80.0,245.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Don Carlo-Clauss,70.0,170.0,72.0,1.44,0.3,7.68,0.43,0.0,0.0,0.66,0.0,0
Antonio Carlos Junior,74.0,185.0,79.0,1.95,0.42,2.14,0.52,3.42,0.39,0.53,0.8,1
Spike Carlyle,68.0,145.0,71.0,2.55,0.54,3.85,0.3,3.34,0.36,0.57,0.5,1
Francis Carmont,75.0,205.0,78.0,2.22,0.42,1.64,0.59,1.79,0.36,0.73,0.6,0
Liz Carmouche,66.0,125.0,66.0,2.78,0.54,2.51,0.61,2.57,0.51,0.65,0.3,1
Ariane Carnelossi,62.0,115.0,61.0,6.03,0.38,7.71,0.5,0.0,0.0,0.0,0.0,2
Roan Carneiro,71.0,170.0,76.0,1.46,0.46,1.82,0.62,3.05,0.42,0.83,1.4,1
Luana Carolina,66.0,125.0,69.0,6.29,0.5,3.75,0.47,0.0,0.0,1.0,2.4,1
Tim Caron,73.0,185.0,72.0,0.59,0.5,6.9,0.12,0.0,0.0,0.0,0.0,0
Cody Carrillo,70.0,155.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Gabriel Carrasco,66.0,135.0,72.0,4.15,0.37,1.53,0.8,0.0,0.0,1.0,0.0,2
Cain Carrizosa,68.0,155.0,72.0,2.72,0.42,5.8,0.51,0.0,0.0,0.14,0.0,0
Roger Carroll,70.0,170.0,72.0,7.62,0.61,10.48,0.43,0.0,0.0,1.0,0.0,2
Jonny Carson,70.0,155.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Scott Carson,74.0,215.0,72.0,0.62,0.66,6.22,0.23,0.0,0.0,0.0,0.0,0
Shonie Carter,70.0,170.0,72.0,1.62,0.36,2.32,0.47,0.75,0.66,0.75,0.0,0
Bruno Carvalho,68.0,154.0,72.0,0.6,0.45,0.93,0.53,0.0,0.0,0.66,4.0,1
Antonio Carvalho,69.0,145.0,70.0,3.03,0.29,3.62,0.64,0.0,0.0,1.0,0.0,0
Rafael Carvalho,75.0,185.0,72.0,1.94,0.5,1.84,0.54,2.77,0.4,0.7,0.0,1
Shane Carwin,74.0,265.0,80.0,4.38,0.47,3.53,0.53,1.42,0.33,0.42,0.0,2
Johnny Case,70.0,155.0,72.0,3.95,0.38,2.66,0.61,1.7,0.45,0.72,0.2,2
Kevin Casey,71.0,185.0,77.0,2.27,0.53,3.76,0.46,0.79,0.22,0.27,0.4,0
Cortney Casey,67.0,125.0,67.0,4.33,0.38,4.19,0.52,0.28,0.27,0.38,0.6,2
Bendy Casimir,65.0,145.0,72.0,0.74,0.27,3.42,0.54,0.0,0.0,1.0,0.0,0
